PageRank of graph_6,
Node , PageRank 
Node 1,0.15
Node 2,0.159588065
Node 3,0.155675213
Node 4,0.155787423
Node 5,0.155164113
Node 6,0.235019104
Node 7,0.188101988
Node 8,0.161215278
Node 9,0.174357922
Node 10,0.158101948
Node 11,0.233034458
Node 12,0.154396031
Node 13,0.170318932
Node 14,0.155675213
Node 15,0.257081879
Node 16,0.159461314
Node 17,0.166819394
Node 18,0.153093131
Node 19,0.155164113
Node 20,0.155647369
Node 21,0.161030538
Node 22,0.168308599
Node 23,0.152358181
Node 24,0.153093131
Node 25,0.192554841
Node 26,0.156957267
Node 27,0.153478633
Node 28,0.155896415
Node 29,0.153093131
Node 30,0.153093131
Node 31,0.172605223
Node 32,0.156026714
Node 33,0.158471053
Node 34,0.166556833
Node 35,0.159461314
Node 36,0.169616486
Node 37,0.154396031
Node 38,0.155019883
Node 39,0.155164113
Node 40,0.175612945
Node 41,0.250220892
Node 42,0.159313062
Node 43,0.42652446
Node 44,0.157072158
Node 45,0.170893747
Node 46,0.155052093
Node 47,0.153977459
Node 48,0.155168702
Node 49,0.159461314
Node 50,0.158101948
Node 51,0.311596925
Node 52,0.156000856
Node 53,0.157366216
Node 54,0.156759903
Node 55,0.155599427
Node 56,0.162176585
Node 57,0.250306366
Node 58,0.161769426
Node 59,0.158101948
Node 60,0.156957267
Node 61,0.161540275
Node 62,0.682695995
Node 63,0.175612945
Node 64,0.163127774
Node 65,0.159461314
Node 66,0.162176585
Node 67,0.157514645
Node 68,0.327845858
Node 69,0.177922944
Node 70,0.155164113
Node 71,0.159141591
Node 72,0.154381119
Node 73,0.175909564
Node 74,0.164418374
Node 75,0.162042331
Node 76,0.157005401
Node 77,0.157514645
Node 78,0.666590702
Node 79,0.198847682
Node 80,0.196704232
Node 81,0.176496328
Node 82,0.159461314
Node 83,0.152022938
Node 84,0.262653605
Node 85,0.18888362
Node 86,0.159895643
Node 87,0.196588509
Node 88,0.2060378
Node 89,0.15417436
Node 90,0.159459027
Node 91,0.159098819
Node 92,0.166556833
Node 93,0.156957267
Node 94,0.156102656
Node 95,0.355397222
Node 96,0.153478633
Node 97,0.16811218
Node 98,0.17189129
Node 99,0.204709499
Node 100,0.162042331
Node 101,0.160410122
Node 102,0.15584206
Node 103,0.165668732
Node 104,0.155606878
Node 105,0.157752321
Node 106,0.20523347
Node 107,0.159459027
Node 108,0.153703609
Node 109,0.155154379
Node 110,0.155072344
Node 111,0.155675213
Node 112,0.162176585
Node 113,0.159141591
Node 114,0.152890999
Node 115,0.166556833
Node 116,0.159313062
Node 117,0.212601771
Node 118,0.154381119
Node 119,0.155072344
Node 120,0.175503488
Node 121,0.155606878
Node 122,0.156957267
Node 123,0.159313062
Node 124,0.156566073
Node 125,0.157465903
Node 126,0.155168702
Node 127,0.158019009
Node 128,0.159461314
Node 129,0.163208276
Node 130,0.153093131
Node 131,0.159459027
Node 132,0.155619331
Node 133,0.174665353
Node 134,0.361087164
Node 135,0.195334864
Node 136,0.156648491
Node 137,0.178156744
Node 138,0.196588509
Node 139,0.200137554
Node 140,0.158101948
Node 141,0.176941843
Node 142,0.349414708
Node 143,0.209125857
Node 144,0.152022938
Node 145,0.152022938
Node 146,0.16056281
Node 147,0.153703609
Node 148,0.157005401
Node 149,0.162042331
Node 150,0.156566073
Node 151,0.171816677
Node 152,0.159313062
Node 153,0.152358181
Node 154,0.193867707
Node 155,0.157752321
Node 156,0.27055642
Node 157,0.237142837
Node 158,0.163317675
Node 159,0.153703609
Node 160,0.180856066
Node 161,0.157746478
Node 162,0.214684575
Node 163,0.154669904
Node 164,0.177352436
Node 165,0.17189129
Node 166,0.20056745
Node 167,0.160242835
Node 168,0.155019883
Node 169,0.164430882
Node 170,0.155892906
Node 171,0.218106755
Node 172,0.158253601
Node 173,0.155314784
Node 174,0.168457243
Node 175,0.156890418
Node 176,0.15521795
Node 177,0.158253601
Node 178,0.154381119
Node 179,0.155675213
Node 180,0.509335245
Node 181,0.155647369
Node 182,0.157005401
Node 183,0.155892906
Node 184,0.153703609
Node 185,0.163344261
Node 186,0.204875843
Node 187,0.160021318
Node 188,0.155164113
Node 189,0.263009973
Node 190,0.154273085
Node 191,0.162393182
Node 192,0.161238662
Node 193,0.164510929
Node 194,0.158101948
Node 195,0.159461314
Node 196,0.155199468
Node 197,0.161435032
