PageRank of graph_5,
Node , PageRank 
Node 1,0.15
Node 2,0.15
Node 3,0.15
Node 4,0.15
Node 5,0.15
Node 6,0.17125
Node 7,0.16275
Node 8,0.168214286
Node 9,0.181875
Node 10,0.181875
Node 11,0.168214286
Node 12,0.16275
Node 13,0.181875
Node 14,0.181875
Node 15,0.16275
Node 16,0.155571053
Node 17,0.156072279
Node 18,0.179521363
Node 19,0.184083411
Node 20,0.155476335
Node 21,0.360122306
Node 22,0.350143936
Node 23,0.155476335
Node 24,0.398588521
Node 25,0.167680811
Node 26,0.170794643
Node 27,0.173319707
Node 28,0.156072279
Node 29,0.156072279
Node 30,0.225308237
Node 31,0.183003769
Node 32,0.160843355
Node 33,0.231684367
Node 34,0.211019899
Node 35,0.242487564
Node 36,0.179575974
Node 37,0.164600648
Node 38,0.154595093
Node 39,0.155476335
Node 40,0.393327818
Node 41,0.156072279
Node 42,0.155476335
Node 43,0.362074628
Node 44,0.441343232
Node 45,0.156072279
Node 46,0.24706095
Node 47,0.210526657
Node 48,0.176336633
Node 49,0.155571053
Node 50,0.169195741
Node 51,0.155571053
Node 52,0.160843355
Node 53,0.168146931
Node 54,0.179575974
Node 55,0.202728147
Node 56,0.157300324
Node 57,0.159722075
Node 58,0.17330207
Node 59,0.157753776
Node 60,0.224071306
Node 61,1.342840533
Node 62,0.159722075
Node 63,0.240588782
Node 64,0.156072279
Node 65,0.209788971
Node 66,0.168415219
Node 67,0.155476335
Node 68,0.160285021
Node 69,0.162075146
Node 70,0.241251949
Node 71,0.171021524
Node 72,0.211019899
Node 73,0.160370214
Node 74,0.168146931
Node 75,0.154595093
Node 76,0.156072279
Node 77,0.168146931
Node 78,0.154595093
Node 79,0.158665104
Node 80,0.168415219
Node 81,0.202728147
Node 82,0.155476335
Node 83,0.155476335
Node 84,0.179536304
Node 85,0.167585345
Node 86,0.157753776
Node 87,0.168415219
Node 88,0.16746647
Node 89,0.165002659
Node 90,0.172560155
Node 91,0.155476335
Node 92,0.264035634
Node 93,0.159722075
Node 94,0.398958969
Node 95,0.154595093
Node 96,0.555378866
Node 97,0.168415219
Node 98,0.155476335
Node 99,0.168146931
Node 100,0.159722075
Node 101,0.155476335
Node 102,0.155571053
Node 103,0.158760389
Node 104,0.961490727
Node 105,0.245745222
Node 106,0.183003769
Node 107,0.157753776
Node 108,0.160370214
Node 109,0.231273579
Node 110,0.155476335
Node 111,0.155476335
Node 112,0.154595093
Node 113,0.172452788
Node 114,0.241222978
Node 115,0.154595093
Node 116,0.241222978
Node 117,0.168415219
Node 118,0.176336633
Node 119,0.177664253
Node 120,0.162075146
Node 121,0.177664253
Node 122,1.321657553
Node 123,0.155571053
Node 124,0.177195851
Node 125,0.154595093
Node 126,0.223756028
Node 127,0.159722075
Node 128,0.169085928
Node 129,0.160843355
Node 130,0.243567899
Node 131,0.173319707
Node 132,0.155476335
Node 133,0.193921978
Node 134,0.426146869
Node 135,0.169085928
Node 136,0.209029349
Node 137,0.172783685
Node 138,0.162075146
Node 139,0.160370214
Node 140,0.159150188
Node 141,0.269448898
Node 142,0.192127946
Node 143,0.19219851
Node 144,0.155476335
Node 145,0.160285021
Node 146,0.159722075
Node 147,0.169085928
Node 148,0.564418136
Node 149,0.156072279
Node 150,0.155571053
Node 151,0.155571053
Node 152,0.330975211
Node 153,0.184083411
Node 154,0.243013061
Node 155,0.154595093
Node 156,0.158665104
Node 157,0.172452788
Node 158,0.160843355
Node 159,0.163255302
Node 160,0.235152947
Node 161,0.159722075
Node 162,0.227296875
Node 163,0.155476335
Node 164,0.215983449
Node 165,0.155571053
Node 166,0.241222978
Node 167,0.244011954
Node 168,0.196810714
Node 169,0.155476335
Node 170,0.156072279
Node 171,0.205723069
Node 172,0.184083411
Node 173,0.156072279
Node 174,0.197485371
Node 175,0.155571053
Node 176,0.154595093
Node 177,0.155476335
Node 178,0.173635789
Node 179,0.154595093
Node 180,0.157753776
Node 181,0.189435577
Node 182,0.154595093
Node 183,0.159150188
Node 184,0.188186466
Node 185,0.680807045
Node 186,0.154595093
Node 187,0.24706095
Node 188,0.169520402
Node 189,0.270175867
Node 190,0.156072279
Node 191,0.231699897
Node 192,0.185789526
Node 193,0.192347661
Node 194,0.161877883
Node 195,0.157753776
Node 196,0.160843355
Node 197,0.162075146
Node 198,0.176336633
Node 199,0.178596429
Node 200,0.175925534
Node 201,0.173319707
Node 202,0.267998892
Node 203,0.157300324
Node 204,0.352266673
Node 205,0.160370214
Node 206,0.155476335
Node 207,0.209788971
Node 208,0.155571053
Node 209,0.159550377
Node 210,0.155476335
Node 211,0.155476335
Node 212,0.730684365
Node 213,0.154595093
Node 214,0.155571053
Node 215,0.168415219
Node 216,0.258111395
Node 217,0.190991323
Node 218,0.159722075
Node 219,0.215364349
Node 220,0.154595093
Node 221,0.172452788
Node 222,0.183003769
Node 223,0.192044643
Node 224,0.166472976
Node 225,0.159150188
Node 226,0.174430812
Node 227,0.19413982
Node 228,0.162075146
Node 229,0.158665104
Node 230,0.159722075
Node 231,0.155571053
Node 232,0.209788971
Node 233,0.179575974
Node 234,0.163255302
Node 235,0.215364349
Node 236,0.160950486
Node 237,0.160370214
Node 238,0.159150188
Node 239,0.157753776
Node 240,0.162075146
Node 241,0.160843355
Node 242,0.162075146
Node 243,0.156072279
Node 244,0.204862441
Node 245,0.159150188
Node 246,0.174430812
Node 247,0.158665104
Node 248,0.155476335
Node 249,0.32778466
Node 250,0.155571053
Node 251,0.192127946
Node 252,0.155476335
Node 253,0.22822323
Node 254,0.154595093
Node 255,0.156072279
Node 256,0.209154716
Node 257,0.162075146
Node 258,0.194152057
Node 259,0.240588782
Node 260,0.160370214
Node 261,0.157300324
Node 262,0.162075146
Node 263,0.156072279
Node 264,0.343395584
Node 265,0.311104074
Node 266,0.158665104
Node 267,0.185789526
Node 268,0.159550377
Node 269,0.156072279
Node 270,0.160843355
Node 271,0.157753776
Node 272,0.162075146
Node 273,0.260368021
Node 274,0.192127946
Node 275,0.155571053
Node 276,0.179894486
Node 277,0.345715762
Node 278,0.215983449
Node 279,0.227210447
Node 280,0.154595093
Node 281,0.168415219
Node 282,0.693078414
Node 283,0.154595093
Node 284,0.157300324
Node 285,0.167687754
